date,ticker,action,price,qty,pnl,pnl_pct,days_held,hold_target,reason
2026-01-26,CMPC.SN,SELL,1290.0,1373,-123432.73352050781,-0.06514966506521813,6,10,Trailing stop -6.5% from peak after 6d
2026-01-26,AVGO,BUY,324.8500061035156,4184,0.0,0.0,0,10,V2 signal prob=50.00%
2026-01-27,MASISA.SN,SELL,17.110000610351562,50164,-73741.04555511475,-0.07911729383157495,11,10,"Hold period expired (11d >= 10d), P&L=-7.9%"
2026-01-27,AGUAS-A.SN,BUY,388.0,2858,0.0,0.0,0,10,V2 signal prob=50.00%
2026-01-29,CGE.SN,SELL,253.55999755859375,7839,11836.846939086914,0.005990852959941699,10,10,"Hold period expired (10d >= 10d), P&L=0.6%"
2026-01-29,CAMANCHACA.SN,BUY,94.0,16471,0.0,0.0,0,10,V2 signal prob=50.00%
2026-01-30,CAP.SN,SELL,8250.0,207,333270.0,0.24246987951807228,59,10,Take Profit +24.2%
2026-01-30,FALABELLA.SN,SELL,6784.0,305,98515.0,0.049992261259866895,11,10,"Hold period expired (11d >= 10d), P&L=5.0%"
2026-01-30,ANDINA-B.SN,BUY,4589.89990234375,580,0.0,0.0,0,10,V2 signal prob=50.00%
2026-01-30,CHILE.SN,BUY,198.9900054931641,6691,0.0,0.0,0,10,V2 signal prob=50.00%
2026-02-03,COLBUN.SN,SELL,145.0,6315,-31575.0,-0.03333333333333333,14,10,"Hold period expired (14d >= 10d), P&L=-3.3%"
2026-02-03,CCU.SN,BUY,6364.89990234375,176,0.0,0.0,0,10,V2 signal prob=50.00%
2026-02-04,AVGO,SELL,308.04998779296875,4184,-70291.27661132812,-0.051716232091414634,9,10,Trailing stop -7.6% from peak after 9d
2026-02-04,SQM-B.SN,BUY,63423.0,19,0.0,0.0,0,10,V2 signal prob=50.00%
2026-02-06,CHILE.SN,SELL,188.5,6691,-70188.62675476093,-0.052716243045304374,7,10,Trailing stop -5.3% from peak after 7d
2026-02-06,FORUS.SN,BUY,2480.0,498,0.0,0.0,0,10,V2 signal prob=50.00%
2026-02-10,WATTS.SN,SELL,784.989990234375,1357,74621.41674804688,0.07532875374571918,22,10,"Hold period expired (22d >= 10d), P&L=7.5%"
2026-02-10,BSANTANDER.SN,BUY,78.05000305175781,14748,0.0,0.0,0,10,V2 signal prob=50.00%
2026-02-11,AGUAS-A.SN,SELL,381.0,2858,-20006.0,-0.01804123711340206,15,10,"Hold period expired (15d >= 10d), P&L=-1.8%"
2026-02-11,FALABELLA.SN,BUY,6529.89990234375,171,0.0,0.0,0,10,V2 signal prob=50.00%
